4020 ['https://cbcl.ics.uci.edu/public_data/shilab/RNAseq_elmira_09072016/MAJIQ/MAJIQ-DELTAPSI/voila_dpsi_293twt_cfim59ko/summaries/34_293TWT_CFIM59KO.deltapsi_quantify_deltapsi.html', 'cbcl.ics.uci.edu > public_dat...', 'LSV ΔΨ Gene Summary', 'More in 293TWT | More in CFIM59KO →← More in 293TWT | More in CFIM59KO →t|1e3.ENSG00000169738:79994023-79994198:source.Go to GFF3 LSV definition"/></a>\n\n← More in 293TWT | More in CFIM59KO →← More in 293TWT | More in CFIM59KO →s|1e1.ENSG00000169972:1...']
4021 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-cort/summaries/375_Wt-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4022 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/265_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4023 ['https://cbcl.ics.uci.edu/doku.php/contact?rev=1360894145', 'cbcl.ics.uci.edu > doku.php', '\n    contact – Machine Learning and Bioinformatics Lab  ', 'This is an old revision of the document!Our lab is located at:\n\nDepartment of Computer Science\nSchool of Information and Computer Science\nUniversity of California\n1 East Peltason Drive \nIrvine,CA 92697\nPhone: 949-824-9289\nFax: 949-824-4056\nEmail: xhx...']
4024 ['https://cbcl.ics.uci.edu/doku.php/start', 'cbcl.ics.uci.edu > doku.php', '\n    start – Machine Learning and Bioinformatics Lab  ', 'Welcome to the lab for Machine Learning and Bioinformatics at School of Information and Computer Sciences of  University of California,Irvine!Our lab studies a broad range of problems in machine learning and computational biology/bioinformatics.We ar...']
4025 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-hind/summaries/85_KO-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4026 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/335_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4027 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/537_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4028 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-hind/summaries/326_KO-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4029 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-hind/summaries/62_Wt-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4030 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-hind/summaries/351_Wt-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4031 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-cort/summaries/378_Wt-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4032 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/138_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4033 ['https://cbcl.ics.uci.edu/public_data/shilab/20180125-m6a-motifanalysis/labeled_15pct_68KO12_negvspos-vsall-noreg-dreme-s/dreme.txt', 'cbcl.ics.uci.edu > public_dat...', 'DREME 4.KO12_negvspos-ext200.', 'DREME 4.KO12_negvspos-ext200.KO12_negvspos-nochange-ext200.KO12_negvspos-vsall-noreg-dreme-s -norc -mink 4 -maxk 12 -m 20 -e 0.KO12_negvspos-ext200....']
4034 ['https://cbcl.ics.uci.edu/public_data/shilab/RNAseq_elmira_09072016/MAJIQ/MAJIQ-DELTAPSI/dpsi_293twt_cfim25ko/', 'cbcl.ics.uci.edu > public_dat...', ' Index of /public_data/shilab/RNAseq_elmira_09072016/MAJIQ/MAJIQ-DELTAPSI/dpsi_293twt_cfim25ko...', 'Index of /public_data/shilab/RNAseq_elmira_09072016/MAJIQ/MAJIQ-DELTAPSI/dpsi_293twt_cfim25ko\n\n\nIndex of /public_data/shilab/RNAseq_elmira_09072016/MAJIQ/MAJIQ-DELTAPSI/dpsi_293twt_cfim25ko\n Parent Directory\n 293TWT_CFIM25KO.TWT_CFIM25KO_priormatrix....']
4035 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/104_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4036 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/97_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4037 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-hind/summaries/40_Wt-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4038 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-cort/summaries/60_Wt-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4039 ['https://cbcl.ics.uci.edu/doku.php/data?rev=1407729453', 'cbcl.ics.uci.edu > doku.php', '\n    data – Machine Learning and Bioinformatics Lab  ', 'The raw data can be found here http://krishna.The real SNV,We randomly sample equal number of simutation samples (SNV,This dataset is transormed into svmlight format with script impute2svmlight.Dr....']
4040 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/323_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4041 ['https://cbcl.ics.uci.edu/doku.php/publications?rev=1513795784', 'cbcl.ics.uci.edu > doku.php', '\n    publications – Machine Learning and Bioinformatics Lab  ', 'This is an old revision of the document!Adversarial Deep Structured Nets for Mass Segmentation from Mammograms\n\nW Zhu,X Xiang,T Tran,GD Hager,...']
4042 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/261_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4043 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/311_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4044 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-hind/summaries/126_Wt-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4045 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-hind/summaries/404_KO-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4046 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-hind/summaries/264_Wt-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4047 ['https://cbcl.ics.uci.edu/public_data/shilab/ChIPseq_elmira_08272016/homer-motifs/P4-promoters-motifs/homerResults/motif1.similar.html', 'cbcl.ics.uci.edu > public_dat...', 'motif1', []]
4048 ['https://cbcl.ics.uci.edu/public_data/shilab/RNAseq_elmira_09072016/MAJIQ/MAJIQ-DELTAPSI/voila_dpsi_293twt_cfim25ko/summaries/36_293TWT_CFIM25KO.deltapsi_quantify_deltapsi.html', 'cbcl.ics.uci.edu > public_dat...', 'LSV ΔΨ Gene Summary', 'More in 293TWT | More in CFIM25KO →← More in 293TWT | More in CFIM25KO →s|1e1.ENSG00000173598:93789265-93789309:source.Go to GFF3 LSV definition"/></a>\n\n← More in 293TWT | More in CFIM25KO →← More in 293TWT | More in CFIM25KO →s|1e1.ENSG00000173812:3...']
4049 ['https://cbcl.ics.uci.edu/public_data/shilab/forAmber/rMats-HCT116-DMSO-5uM/SAMPLE_1/REP_1/', 'cbcl.ics.uci.edu > public_dat...', ' Index of /public_data/shilab/forAmber/rMats-HCT116-DMSO-5uM/SAMPLE_1/REP_1...', 'Index of /public_data/shilab/forAmber/rMats-HCT116-DMSO-5uM/SAMPLE_1/REP_1\n\n\nIndex of /public_data/shilab/forAmber/rMats-HCT116-DMSO-5uM/SAMPLE_1/REP_1\n Parent Directory\n Aligned.ByCoord.Chimeric.Chimeric.Log....']
4050 ['https://cbcl.ics.uci.edu/public_data/shilab/mESC-tracks/', 'cbcl.ics.uci.edu > public_dat...', 'Index of /public_data/shilab/mESC-tracks', 'Index of /public_data/shilab/mESC-tracks\n\n\nIndex of /public_data/shilab/mESC-tracks\n Parent Directory\n iCLIP-in-mESC/\n mESC-DRS/\n mESC-PASseq/\n mESC-mRNAseq/\n other/\n\nApache/2.CentOS) OpenSSL/1.SVN/1.Server at cbcl....']
4051 ['https://cbcl.ics.uci.edu/public_data/shilab/20180116-PASSeq-tempAnalysis/labeled_15pct_68KO2_negvspos-vsall-noreg-dreme-s/dreme.html', 'cbcl.ics.uci.edu > public_dat...', 'DREME', 'Help poup.The name of the motif uses the IUPAC codes for nucleotides which has \n        a different letter to represent each of the 15 possible combinations.The name is itself a representation of the motif though the position\n        weight matrix is...']
4052 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-hind/summaries/454_KO-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4053 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-hind/summaries/50_Wt-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4054 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-hind/summaries/34_KO-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4055 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/169_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4056 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-cort/summaries/7_Wt-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4057 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/rMATs/colleen-cort-ctrl-KO-mm9/SAMPLE_1/REP_4/', 'cbcl.ics.uci.edu > public_dat...', ' Index of /public_data/shilab/forColleen/rMATs/colleen-cort-ctrl-KO-mm9/SAMPLE_1/REP_4...', 'Index of /public_data/shilab/forColleen/rMATs/colleen-cort-ctrl-KO-mm9/SAMPLE_1/REP_4\n\n\nIndex of /public_data/shilab/forColleen/rMATs/colleen-cort-ctrl-KO-mm9/SAMPLE_1/REP_4\n Parent Directory\n Aligned.ByCoord.Chimeric.Chimeric.Log....']
4058 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-hind/summaries/46_KO-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4059 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-hind/summaries/444_Wt-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4060 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/63_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4061 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-cort/summaries/126_Wt-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4062 ['https://cbcl.ics.uci.edu/doku.php/people', 'cbcl.ics.uci.edu > doku.php', '\n    people – Machine Learning and Bioinformatics Lab  ', 'Machine Learning and Bioinformatics Lab  \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nMachine Learning and Bioinformatics Lab Search\n\n\n\n\t\t\t\t⚙\n\t\t\t\n\nShow pagesourceOld revisionsBacklinks \n\n\n\n\t\t\t⚒\n\t\t\nRecent ChangesSitemapLog In\n\n\n\n\n\n\n\n\nCBCL Lab @ UCI\nPublications\nSoftware\n...']
4063 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-hind/summaries/88_Wt-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4064 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-hind/summaries/302_Wt-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4065 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-hind/summaries/154_Wt-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4066 ['https://cbcl.ics.uci.edu/doku.php/people?rev=1418330812', 'cbcl.ics.uci.edu > doku.php', '\n    people – Machine Learning and Bioinformatics Lab  ', 'This is an old revision of the document!...']
4067 ['https://cbcl.ics.uci.edu/public_data/shilab/20180125-m6a-motifanalysis/', 'cbcl.ics.uci.edu > public_dat...', 'Index of /public_data/shilab/20180125-m6a-motifanalysis', 'Index of /public_data/shilab/20180125-m6a-motifanalysis\n\n\nIndex of /public_data/shilab/20180125-m6a-motifanalysis\n Parent Directory\n labeled_15pct_293T_posvsneg-vsall-noreg-dreme-s/\n labeled_15pct_68KO12_negvspos-vsall-noreg-dreme-s/\n labeled_15pct_6...']
4068 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-cort/summaries/216_Wt-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4069 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-cort/summaries/381_Wt-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4070 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-cort/summaries/308_Wt-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4071 ['https://cbcl.ics.uci.edu/public_data/shilab/RNAseq_elmira_09072016/MAJIQ/MAJIQ-DELTAPSI/voila_dpsi_293wt_cfim25ko/summaries/29_293WT_CFIM25KO.deltapsi_quantify_deltapsi.html', 'cbcl.ics.uci.edu > public_dat...', 'LSV ΔΨ Gene Summary', 'More in 293WT | More in CFIM25KO →← More in 293WT | More in CFIM25KO →s|1e1.ENSG00000170144:178077291-178077599:source.Go to GFF3 LSV definition"/></a>\n\n← More in 293WT | More in CFIM25KO →← More in 293WT | More in CFIM25KO →s|1e1.ENSG00000170632:102...']
4072 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-hind/summaries/461_KO-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4073 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/208_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4074 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/rMATs/colleen-hind-ctrl-KO-mm9-frstrand/MATS_output/RI.MATS.ReadsOnTargetAndJunctionCounts.txt', 'cbcl.ics.uci.edu > public_dat...', ' ID\tGeneID\tgeneSymbol\tchr\tstrand\triExonStart_0base\triExonEnd\tupstreamES\tupstreamEE\tdownstreamES\tdownstreamEE\tID\tIC_SAMPLE_1\tSC_SAMPLE_1\tIC_SAMPLE_2\tSC_SAMPLE_2\tIncFormLen\tSkipFormLen\tPValue\tFDR\tIncLevel1\tIncLevel2\tIncLevelDifference\n1812\t"ENSMUSG00000039001"\tNA\tchr2\t+\t179992325\t179992556\t179992325\t179992388\t179992492\t179992556\t1812\t127,ENSMUSG00000037742"\tNA\tchr9\t-\t78326764\t78327341\t78326764\t78326999\t78327084\t78327341\t2505\t1250,...', 'ID\tGeneID\tgeneSymbol\tchr\tstrand\triExonStart_0base\triExonEnd\tupstreamES\tupstreamEE\tdownstreamES\tdownstreamEE\tID\tIC_SAMPLE_1\tSC_SAMPLE_1\tIC_SAMPLE_2\tSC_SAMPLE_2\tIncFormLen\tSkipFormLen\tPValue\tFDR\tIncLevel1\tIncLevel2\tIncLevelDifference\n1812\t"ENSMUSG00000...']
4075 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-cort/summaries/15_KO-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4076 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-cort/summaries/55_Wt-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4077 ['https://cbcl.ics.uci.edu/doku.php/start?rev=1396651058', 'cbcl.ics.uci.edu > doku.php', '\n    start – Machine Learning and Bioinformatics Lab  ', 'This is an old revision of the document!Welcome to the lab for Computational Biology and Computational Learning at  School of Information and Computer Sciences of  University of California,Irvine!Our lab studies a broad range of problems in machine l...']
4078 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-hind/summaries/305_Wt-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4079 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-KO-hind/summaries/21_KO-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4080 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-cort/summaries/102_Wt-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4081 ['https://cbcl.ics.uci.edu/public_data/shilab/ChIPseq_elmira_08272016/homer-motifs/P4-peaks-motifs/homerResults/motif14.info.html', 'cbcl.ics.uci.edu > public_dat...', 'Motif 14', []]
4082 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-cort/summaries/185_Wt-cort_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4083 ['https://cbcl.ics.uci.edu/doku.php/http/www.ics.uci.edu/xhx/courses/convexopt/projects/start?idx=software', 'cbcl.ics.uci.edu > doku.php', '\n    Sitemap – Machine Learning and Bioinformatics Lab  ', 'This is a sitemap over all available pages ordered by namespaces....']
4084 ['https://cbcl.ics.uci.edu/public_data/shilab/RNAseq_elmira_09072016/MAJIQ/MAJIQ-DELTAPSI/voila_dpsi_293twt_cfim25ko/summaries/26_293TWT_CFIM25KO.deltapsi_quantify_deltapsi.html', 'cbcl.ics.uci.edu > public_dat...', 'LSV ΔΨ Gene Summary', 'More in 293TWT | More in CFIM25KO →← More in 293TWT | More in CFIM25KO →s|1e1.ENSG00000153113:96097978-96098076:source.Go to GFF3 LSV definition"/></a>\n\n← More in 293TWT | More in CFIM25KO →← More in 293TWT | More in CFIM25KO →s|1e1.ENSG00000153391:3...']
4085 ['https://cbcl.ics.uci.edu/public_data/shilab/forColleen/MAJIQ/voila-Wt-hind/summaries/281_Wt-hind_psigroup_psi.html', 'cbcl.ics.uci.edu > public_dat...', 'MAJIQ LSV Gene Summary', []]
4086 ['https://cbcl.ics.uci.edu/public_data/shilab/RNAseq_elmira_09072016/MAJIQ/MAJIQ-DELTAPSI/dpsi_293wt_cfim25ko/', 'cbcl.ics.uci.edu > public_dat...', ' Index of /public_data/shilab/RNAseq_elmira_09072016/MAJIQ/MAJIQ-DELTAPSI/dpsi_293wt_cfim25ko...', 'Index of /public_data/shilab/RNAseq_elmira_09072016/MAJIQ/MAJIQ-DELTAPSI/dpsi_293wt_cfim25ko\n\n\nIndex of /public_data/shilab/RNAseq_elmira_09072016/MAJIQ/MAJIQ-DELTAPSI/dpsi_293wt_cfim25ko\n Parent Directory\n 293WT_CFIM25KO.WT_CFIM25KO_priormatrix.WT.C...']
